id,brand,categories,name,prices.amountMax,prices.amountMin,prices.availability,prices.currency,prices.isSale
AV_EeSBdHh53nbDR_0fQ,journee collection,"Womens,Shoes,Flats,Journee Collection",Journee Collection Vera Women's T-Strap Flats,54.99,44.99,,USD,FALSE
AV_EeSBdHh53nbDR_0fQ,journee collection,"Womens,Shoes,Flats,Journee Collection",Journee Collection Vera Women's T-Strap Flats,54.99,35.99,,USD,FALSE
AV_MYbmVYSSHbkXwqNzJ,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Chaney Women's High Heels,59.99,37.49,,USD,FALSE
AV_MYbmVYSSHbkXwqNzJ,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Chaney Women's High Heels,59.99,39.99,,USD,FALSE
AV_MYbmVYSSHbkXwqNzJ,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Chaney Women's High Heels,59.99,39.99,,USD,FALSE
AV_MYbmVYSSHbkXwqNzJ,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Chaney Women's High Heels,59.99,38.24,,USD,FALSE
AV_MYbmVYSSHbkXwqNzJ,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Chaney Women's High Heels,59.99,33.74,,USD,FALSE
AV_MYbmVYSSHbkXwqNzJ,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Chaney Women's High Heels,59.99,38.24,,USD,FALSE
AV_MYbmVYSSHbkXwqNzJ,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Chaney Women's High Heels,59.99,35.99,,USD,FALSE
AV_MYbmVYSSHbkXwqNzJ,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Chaney Women's High Heels,59.99,59.99,,USD,FALSE
AV_MYbmVYSSHbkXwqNzJ,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Chaney Women's High Heels,59.99,35.99,,USD,FALSE
AV_MYbmVYSSHbkXwqNzJ,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Chaney Women's High Heels,59.99,39.99,,USD,FALSE
AV_MYbmVYSSHbkXwqNzJ,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Chaney Women's High Heels,59.99,33.74,,USD,FALSE
AV_MYbmVYSSHbkXwqNzJ,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Chaney Women's High Heels,59.99,37.49,,USD,FALSE
AV_MYbmVYSSHbkXwqNzJ,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Chaney Women's High Heels,59.99,49.99,,USD,FALSE
AV_MYbmVYSSHbkXwqNzJ,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Chaney Women's High Heels,59.99,33.74,,USD,FALSE
AV-nc9_duC1rwyj_gfDx,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Telora Women's Dress Wedges,64.99,39.99,,USD,FALSE
AV-nc9_duC1rwyj_gfDx,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Telora Women's Dress Wedges,64.99,64.99,,USD,FALSE
AV-nc9_duC1rwyj_gfDx,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Telora Women's Dress Wedges,64.99,64.99,,USD,FALSE
AV-nc9_duC1rwyj_gfDx,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Telora Women's Dress Wedges,64.99,42.49,,USD,FALSE
AV-nc9_duC1rwyj_gfDx,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Telora Women's Dress Wedges,64.99,37.49,,USD,FALSE
AV-nc9_duC1rwyj_gfDx,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Telora Women's Dress Wedges,64.99,64.99,,USD,FALSE
AV-nc9_duC1rwyj_gfDx,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Telora Women's Dress Wedges,64.99,39.99,,USD,FALSE
AV-nc9_duC1rwyj_gfDx,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Telora Women's Dress Wedges,64.99,64.99,,USD,FALSE
AV-nc9_duC1rwyj_gfDx,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Telora Women's Dress Wedges,64.99,39.99,,USD,FALSE
AV-nc9_duC1rwyj_gfDx,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Telora Women's Dress Wedges,64.99,37.49,,USD,FALSE
AV-nc9_duC1rwyj_gfDx,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Telora Women's Dress Wedges,64.99,64.99,,USD,FALSE
AV-nc9_duC1rwyj_gfDx,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Telora Women's Dress Wedges,64.99,42.49,,USD,FALSE
AV-nc9_duC1rwyj_gfDx,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Telora Women's Dress Wedges,64.99,39.99,,USD,FALSE
AV-nc9_duC1rwyj_gfDx,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Telora Women's Dress Wedges,64.99,49.99,,USD,FALSE
AV-nc9_duC1rwyj_gfDx,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Telora Women's Dress Wedges,64.99,39.99,,USD,FALSE
AV-nc9_duC1rwyj_gfDx,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Telora Women's Dress Wedges,64.99,39.99,,USD,FALSE
AV-nc9_duC1rwyj_gfDx,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Telora Women's Dress Wedges,64.99,37.49,,USD,FALSE
AV-nc9_duC1rwyj_gfDx,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Telora Women's Dress Wedges,64.99,42.49,,USD,FALSE
AV-nc9_duC1rwyj_gfDx,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Telora Women's Dress Wedges,64.99,49.99,,USD,FALSE
AV-nc9_duC1rwyj_gfDx,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Telora Women's Dress Wedges,64.99,64.99,,USD,FALSE
AV-nc9_duC1rwyj_gfDx,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Telora Women's Dress Wedges,64.99,37.49,,USD,FALSE
AV-nc9_duC1rwyj_gfDx,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Telora Women's Dress Wedges,64.99,37.49,,USD,FALSE
AV-nc9_duC1rwyj_gfDx,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Telora Women's Dress Wedges,64.99,39.99,,USD,FALSE
AV-nc9_duC1rwyj_gfDx,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Telora Women's Dress Wedges,64.99,39.99,,USD,FALSE
AV-nc9_duC1rwyj_gfDx,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Telora Women's Dress Wedges,64.99,64.99,,USD,FALSE
AV-nc9_duC1rwyj_gfDx,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Telora Women's Dress Wedges,64.99,64.99,,USD,FALSE
AV-nc9_duC1rwyj_gfDx,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Telora Women's Dress Wedges,64.99,42.49,,USD,FALSE
AV_HAl9IKZqtpbFMTZZB,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Tibby Women's Ankle Strap Wedges,69.99,42.49,,USD,FALSE
AV_HAl9IKZqtpbFMTZZB,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Tibby Women's Ankle Strap Wedges,69.99,69.99,,USD,FALSE
AV_HAl9IKZqtpbFMTZZB,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Tibby Women's Ankle Strap Wedges,69.99,37.49,,USD,FALSE
AV_HAl9IKZqtpbFMTZZB,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Tibby Women's Ankle Strap Wedges,69.99,69.99,,USD,FALSE
AV_HAl9IKZqtpbFMTZZB,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Tibby Women's Ankle Strap Wedges,69.99,39.99,,USD,FALSE
AV_HAl9IKZqtpbFMTZZB,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Tibby Women's Ankle Strap Wedges,69.99,42.49,,USD,FALSE
AV_HAl9IKZqtpbFMTZZB,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Tibby Women's Ankle Strap Wedges,69.99,69.99,,USD,FALSE
AV_HAl9IKZqtpbFMTZZB,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Tibby Women's Ankle Strap Wedges,69.99,69.99,,USD,FALSE
AV_HAl9IKZqtpbFMTZZB,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Tibby Women's Ankle Strap Wedges,69.99,42.49,,USD,FALSE
AV_HAl9IKZqtpbFMTZZB,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Tibby Women's Ankle Strap Wedges,69.99,37.49,,USD,FALSE
AV_HAl9IKZqtpbFMTZZB,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Tibby Women's Ankle Strap Wedges,69.99,69.99,,USD,FALSE
AV_HAl9IKZqtpbFMTZZB,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Tibby Women's Ankle Strap Wedges,69.99,69.99,,USD,FALSE
AV_HAl9IKZqtpbFMTZZB,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Tibby Women's Ankle Strap Wedges,69.99,42.49,,USD,FALSE
AV_HAl9IKZqtpbFMTZZB,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Tibby Women's Ankle Strap Wedges,69.99,42.49,,USD,FALSE
AV_HAl9IKZqtpbFMTZZB,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Tibby Women's Ankle Strap Wedges,69.99,69.99,,USD,FALSE
AV_HAl9IKZqtpbFMTZZB,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Tibby Women's Ankle Strap Wedges,69.99,49.99,,USD,FALSE
AV_HAl9IKZqtpbFMTZZB,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Tibby Women's Ankle Strap Wedges,69.99,69.99,,USD,FALSE
AV_HAl9IKZqtpbFMTZZB,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Tibby Women's Ankle Strap Wedges,69.99,37.49,,USD,FALSE
AV_msLeGYSSHbkXwrGf2,journee collection,"Womens,Shoes,Flats,Journee Collection",Journee Collection Ester Women's D'Orsay Flats,54.99,39.99,,USD,FALSE
AV_msLeGYSSHbkXwrGf2,journee collection,"Womens,Shoes,Flats,Journee Collection",Journee Collection Ester Women's D'Orsay Flats,54.99,33.99,,USD,FALSE
AV_msLeGYSSHbkXwrGf2,journee collection,"Womens,Shoes,Flats,Journee Collection",Journee Collection Ester Women's D'Orsay Flats,54.99,33.99,,USD,FALSE
AV_msLeGYSSHbkXwrGf2,journee collection,"Womens,Shoes,Flats,Journee Collection",Journee Collection Ester Women's D'Orsay Flats,54.99,39.99,,USD,FALSE
AV_msLeGYSSHbkXwrGf2,journee collection,"Womens,Shoes,Flats,Journee Collection",Journee Collection Ester Women's D'Orsay Flats,54.99,54.99,,USD,FALSE
AV_msLeGYSSHbkXwrGf2,journee collection,"Womens,Shoes,Flats,Journee Collection",Journee Collection Ester Women's D'Orsay Flats,54.99,54.99,,USD,FALSE
AV_msLeGYSSHbkXwrGf2,journee collection,"Womens,Shoes,Flats,Journee Collection",Journee Collection Ester Women's D'Orsay Flats,54.99,54.99,,USD,FALSE
AV_msLeGYSSHbkXwrGf2,journee collection,"Womens,Shoes,Flats,Journee Collection",Journee Collection Ester Women's D'Orsay Flats,54.99,39.99,,USD,FALSE
AV_msLeGYSSHbkXwrGf2,journee collection,"Womens,Shoes,Flats,Journee Collection",Journee Collection Ester Women's D'Orsay Flats,54.99,29.99,,USD,FALSE
AV_msLeGYSSHbkXwrGf2,journee collection,"Womens,Shoes,Flats,Journee Collection",Journee Collection Ester Women's D'Orsay Flats,54.99,33.99,,USD,FALSE
AV_msLeGYSSHbkXwrGf2,journee collection,"Womens,Shoes,Flats,Journee Collection",Journee Collection Ester Women's D'Orsay Flats,54.99,31.99,,USD,FALSE
AV_msLeGYSSHbkXwrGf2,journee collection,"Womens,Shoes,Flats,Journee Collection",Journee Collection Ester Women's D'Orsay Flats,54.99,54.99,,USD,FALSE
AV_msLeGYSSHbkXwrGf2,journee collection,"Womens,Shoes,Flats,Journee Collection",Journee Collection Ester Women's D'Orsay Flats,54.99,54.99,,USD,FALSE
AV_msLeGYSSHbkXwrGf2,journee collection,"Womens,Shoes,Flats,Journee Collection",Journee Collection Ester Women's D'Orsay Flats,54.99,31.99,,USD,FALSE
AV_msLeGYSSHbkXwrGf2,journee collection,"Womens,Shoes,Flats,Journee Collection",Journee Collection Ester Women's D'Orsay Flats,54.99,31.99,,USD,FALSE
AV_msLeGYSSHbkXwrGf2,journee collection,"Womens,Shoes,Flats,Journee Collection",Journee Collection Ester Women's D'Orsay Flats,54.99,29.99,,USD,FALSE
AV_msLeGYSSHbkXwrGf2,journee collection,"Womens,Shoes,Flats,Journee Collection",Journee Collection Ester Women's D'Orsay Flats,54.99,54.99,,USD,FALSE
AV_msLeGYSSHbkXwrGf2,journee collection,"Womens,Shoes,Flats,Journee Collection",Journee Collection Ester Women's D'Orsay Flats,54.99,33.99,,USD,FALSE
AV_msLeGYSSHbkXwrGf2,journee collection,"Womens,Shoes,Flats,Journee Collection",Journee Collection Ester Women's D'Orsay Flats,54.99,54.99,,USD,FALSE
AV_msLeGYSSHbkXwrGf2,journee collection,"Womens,Shoes,Flats,Journee Collection",Journee Collection Ester Women's D'Orsay Flats,54.99,31.99,,USD,FALSE
AV_msLeGYSSHbkXwrGf2,journee collection,"Womens,Shoes,Flats,Journee Collection",Journee Collection Ester Women's D'Orsay Flats,54.99,33.99,,USD,FALSE
AV_msLeGYSSHbkXwrGf2,journee collection,"Womens,Shoes,Flats,Journee Collection",Journee Collection Ester Women's D'Orsay Flats,54.99,31.99,,USD,FALSE
AV-ndIFmHh53nbDR_Vuo,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Dara Women's High Heels,69.99,37.49,,USD,FALSE
AV-ndIFmHh53nbDR_Vuo,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Dara Women's High Heels,69.99,37.49,,USD,FALSE
AV-ndIFmHh53nbDR_Vuo,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Dara Women's High Heels,69.99,39.99,,USD,FALSE
AV-ndIFmHh53nbDR_Vuo,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Dara Women's High Heels,69.99,39.99,,USD,FALSE
AV-ndIFmHh53nbDR_Vuo,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Dara Women's High Heels,69.99,39.99,,USD,FALSE
AV-ndIFmHh53nbDR_Vuo,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Dara Women's High Heels,69.99,69.99,,USD,FALSE
AV-ndIFmHh53nbDR_Vuo,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Dara Women's High Heels,69.99,37.49,,USD,FALSE
AV-ndIFmHh53nbDR_Vuo,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Dara Women's High Heels,69.99,42.49,,USD,FALSE
AV-ndIFmHh53nbDR_Vuo,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Dara Women's High Heels,69.99,39.99,,USD,FALSE
AV-ndIFmHh53nbDR_Vuo,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Dara Women's High Heels,69.99,69.99,,USD,FALSE
AV-ndIFmHh53nbDR_Vuo,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Dara Women's High Heels,69.99,42.49,,USD,FALSE
AV-ndIFmHh53nbDR_Vuo,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Dara Women's High Heels,69.99,37.49,,USD,FALSE
AV-ndIFmHh53nbDR_Vuo,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Dara Women's High Heels,69.99,69.99,,USD,FALSE
AV-ndIFmHh53nbDR_Vuo,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Dara Women's High Heels,69.99,39.99,,USD,FALSE
AV-ndIFmHh53nbDR_Vuo,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Dara Women's High Heels,69.99,39.99,,USD,FALSE
AV-ndIFmHh53nbDR_Vuo,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Dara Women's High Heels,69.99,37.49,,USD,FALSE
AV-ndIFmHh53nbDR_Vuo,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Dara Women's High Heels,69.99,49.99,,USD,FALSE
AV-ndIFmHh53nbDR_Vuo,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Dara Women's High Heels,69.99,69.99,,USD,FALSE
AV-ndIFmHh53nbDR_Vuo,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Dara Women's High Heels,69.99,69.99,,USD,FALSE
AV-ndIFmHh53nbDR_Vuo,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Dara Women's High Heels,69.99,37.49,,USD,FALSE
AV-ndIFmHh53nbDR_Vuo,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Dara Women's High Heels,69.99,37.49,,USD,FALSE
AV_cHWNJHh53nbDRAldO,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Pacey Women's High Heels,69.99,37.49,,USD,FALSE
AV_cHWNJHh53nbDRAldO,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Pacey Women's High Heels,69.99,49.99,,USD,FALSE
AV_cHWNJHh53nbDRAldO,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Pacey Women's High Heels,69.99,49.99,,USD,FALSE
AV_cHWNJHh53nbDRAldO,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Pacey Women's High Heels,69.99,37.49,,USD,FALSE
AV_cHWNJHh53nbDRAldO,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Pacey Women's High Heels,69.99,69.99,,USD,FALSE
AV_cHWNJHh53nbDRAldO,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Pacey Women's High Heels,69.99,37.49,,USD,FALSE
AV_cHWNJHh53nbDRAldO,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Pacey Women's High Heels,69.99,39.99,,USD,FALSE
AV_cHWNJHh53nbDRAldO,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Pacey Women's High Heels,69.99,42.49,,USD,FALSE
AV_cHWNJHh53nbDRAldO,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Pacey Women's High Heels,69.99,49.99,,USD,FALSE
AV_cHWNJHh53nbDRAldO,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Pacey Women's High Heels,69.99,39.99,,USD,FALSE
AV_cHWNJHh53nbDRAldO,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Pacey Women's High Heels,69.99,69.99,,USD,FALSE
AV_cHWNJHh53nbDRAldO,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Pacey Women's High Heels,69.99,42.49,,USD,FALSE
AV_cHWNJHh53nbDRAldO,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Pacey Women's High Heels,69.99,49.99,,USD,FALSE
AV_cHWNJHh53nbDRAldO,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Pacey Women's High Heels,69.99,39.99,,USD,FALSE
AV_cHWNJHh53nbDRAldO,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Pacey Women's High Heels,69.99,42.49,,USD,FALSE
AV_cHWNJHh53nbDRAldO,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Pacey Women's High Heels,69.99,37.49,,USD,FALSE
AV_cHWNJHh53nbDRAldO,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Pacey Women's High Heels,69.99,39.99,,USD,FALSE
AV_cHWNJHh53nbDRAldO,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Pacey Women's High Heels,69.99,37.49,,USD,FALSE
AV_cHWNJHh53nbDRAldO,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Pacey Women's High Heels,69.99,39.99,,USD,FALSE
AV_cHWNJHh53nbDRAldO,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Pacey Women's High Heels,69.99,39.99,,USD,FALSE
AV_cHWNJHh53nbDRAldO,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Pacey Women's High Heels,69.99,42.49,,USD,FALSE
AV_mwu4xuC1rwyj_iIta,journee collection,"Womens,Shoes,Flats,Journee Collection",Journee Collection Dorsy Women's Pointed-Toe Flats,59.99,49.99,,USD,FALSE
AV_mwu4xuC1rwyj_iIta,journee collection,"Womens,Shoes,Flats,Journee Collection",Journee Collection Dorsy Women's Pointed-Toe Flats,59.99,42.49,,USD,FALSE
AV_mwu4xuC1rwyj_iIta,journee collection,"Womens,Shoes,Flats,Journee Collection",Journee Collection Dorsy Women's Pointed-Toe Flats,59.99,59.99,,USD,FALSE
AV_mwu4xuC1rwyj_iIta,journee collection,"Womens,Shoes,Flats,Journee Collection",Journee Collection Dorsy Women's Pointed-Toe Flats,59.99,39.99,,USD,FALSE
AV_mwu4xuC1rwyj_iIta,journee collection,"Womens,Shoes,Flats,Journee Collection",Journee Collection Dorsy Women's Pointed-Toe Flats,59.99,42.49,,USD,FALSE
AV_mwu4xuC1rwyj_iIta,journee collection,"Womens,Shoes,Flats,Journee Collection",Journee Collection Dorsy Women's Pointed-Toe Flats,59.99,37.49,,USD,FALSE
AV_mwu4xuC1rwyj_iIta,journee collection,"Womens,Shoes,Flats,Journee Collection",Journee Collection Dorsy Women's Pointed-Toe Flats,59.99,37.49,,USD,FALSE
AV_mwu4xuC1rwyj_iIta,journee collection,"Womens,Shoes,Flats,Journee Collection",Journee Collection Dorsy Women's Pointed-Toe Flats,59.99,37.49,,USD,FALSE
AV_mwu4xuC1rwyj_iIta,journee collection,"Womens,Shoes,Flats,Journee Collection",Journee Collection Dorsy Women's Pointed-Toe Flats,59.99,59.99,,USD,FALSE
AV_mwu4xuC1rwyj_iIta,journee collection,"Womens,Shoes,Flats,Journee Collection",Journee Collection Dorsy Women's Pointed-Toe Flats,59.99,59.99,,USD,FALSE
AV_mwu4xuC1rwyj_iIta,journee collection,"Womens,Shoes,Flats,Journee Collection",Journee Collection Dorsy Women's Pointed-Toe Flats,59.99,59.99,,USD,FALSE
AV_bVjyqYSSHbkXwqyak,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Kitt Women's High Heels,69.99,37.49,,USD,FALSE
AV_bVjyqYSSHbkXwqyak,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Kitt Women's High Heels,69.99,37.49,,USD,FALSE
AV_bVjyqYSSHbkXwqyak,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Kitt Women's High Heels,69.99,49.99,,USD,FALSE
AV_bVjyqYSSHbkXwqyak,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Kitt Women's High Heels,69.99,69.99,,USD,FALSE
AV_bVjyqYSSHbkXwqyak,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Kitt Women's High Heels,69.99,42.49,,USD,FALSE
AV_bVjyqYSSHbkXwqyak,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Kitt Women's High Heels,69.99,42.49,,USD,FALSE
AV_bVjyqYSSHbkXwqyak,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Kitt Women's High Heels,69.99,39.99,,USD,FALSE
AV_bVjyqYSSHbkXwqyak,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Kitt Women's High Heels,69.99,39.99,,USD,FALSE
AV_bVjyqYSSHbkXwqyak,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Kitt Women's High Heels,69.99,69.99,,USD,FALSE
AV_bVjyqYSSHbkXwqyak,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Kitt Women's High Heels,69.99,49.99,,USD,FALSE
AV_bVjyqYSSHbkXwqyak,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Kitt Women's High Heels,69.99,39.99,,USD,FALSE
AV_bVjyqYSSHbkXwqyak,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Kitt Women's High Heels,69.99,42.49,,USD,FALSE
AV_bVjyqYSSHbkXwqyak,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Kitt Women's High Heels,69.99,69.99,,USD,FALSE
AV_bVjyqYSSHbkXwqyak,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Kitt Women's High Heels,69.99,42.49,,USD,FALSE
AV_bVjyqYSSHbkXwqyak,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Kitt Women's High Heels,69.99,69.99,,USD,FALSE
AV_bVjyqYSSHbkXwqyak,journee collection,"Womens,Shoes,Pumps,Heels,Journee Collection",Journee Collection Kitt Women's High Heels,69.99,69.99,,USD,FALSE
AV_EeKOYKZqtpbFMTSwx,journee collection,"Womens,Shoes,Boots,Journee Collection",Journee Collection Reya Women's Peep Toe Ankle Boots,84.99,37.49,,USD,FALSE
AV_EeKOYKZqtpbFMTSwx,journee collection,"Womens,Shoes,Boots,Journee Collection",Journee Collection Reya Women's Peep Toe Ankle Boots,84.99,42.49,,USD,FALSE
AV_EeKOYKZqtpbFMTSwx,journee collection,"Womens,Shoes,Boots,Journee Collection",Journee Collection Reya Women's Peep Toe Ankle Boots,84.99,55.99,,USD,FALSE
AV_EeKOYKZqtpbFMTSwx,journee collection,"Womens,Shoes,Boots,Journee Collection",Journee Collection Reya Women's Peep Toe Ankle Boots,84.99,84.99,,USD,FALSE
AV_EeKOYKZqtpbFMTSwx,journee collection,"Womens,Shoes,Boots,Journee Collection",Journee Collection Reya Women's Peep Toe Ankle Boots,84.99,55.99,,USD,FALSE
AV_EeKOYKZqtpbFMTSwx,journee collection,"Womens,Shoes,Boots,Journee Collection",Journee Collection Reya Women's Peep Toe Ankle Boots,84.99,55.99,,USD,FALSE
AV_EeKOYKZqtpbFMTSwx,journee collection,"Womens,Shoes,Boots,Journee Collection",Journee Collection Reya Women's Peep Toe Ankle Boots,84.99,59.49,,USD,FALSE
